LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
1 Servers,2753,1779,1900,2424,1695,2521,1214,2704,2824,2146
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,671,1107,528,720,589,447,488,542,619,1008
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,372,489,513,215,237,243,223,198,247,511
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,169,148,183,160,212,141,139,102,164,167
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,75,78,152,181,203,108,110,132,218,71
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,118,58,99,92,114,86,114,117,45,48
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,81,30,67,66,59,45,55,31,43,58
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,26,41,22,51,36,48,70,47,44,59
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,20,30,37,30,50,30,14,29,37,31
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,18,30,15,18,16,31,19,23,27,23
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,17,16,9,19,24,24,8,16,19,24
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,13,6,15,11,17,9,18,12,11,9
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,16,7,8,10,12,8,11,9,8,7
LeastConnected: Average Queue Size Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,4,14,5,9,7,11,8,15,10,7
